title,mal_id,url,image,synopsis,title_english,title_japanese,title_synonyms,genres_1,genres_2,genres_3,genres_4,genres_5,explicit_genres_1,explicit_genres_2,explicit_genres_3,explicit_genres_4,explicit_genres_5,demographics_1,demographics_2,demographics_3,themes_1,themes_2,themes_3,genres_6,genres_7,genres_8,themes_4,combined_title
Isekai Meikyuu de Harem wo,106608,https://myanimelist.net/manga/106608/Isekai_Meikyuu_de_Harem_wo,https://cdn.myanimelist.net/images/manga/3/203707.jpg?s=efdcf8fd955661c21edebeab7f45aea5,"A man was about to commit suicide and decides to search for a way to die in the internet, but then he found an odd site that asked a lot of questions and had a point based system that allows you to cr...",nil,異世界迷宮でハーレムを,/A Harem in the Fantasy World Dungeon,Action,Adventure,Fantasy,Romance,Erotica,nil,nil,nil,nil,nil,Shounen,nil,nil,Harem,nil,nil,,,,,Isekai Meikyuu de Harem wo/異世界迷宮でハーレムを/A Harem in the Fantasy World Dungeon
Isekai Nonbiri Nouka,110460,https://myanimelist.net/manga/110460/Isekai_Nonbiri_Nouka,https://cdn.myanimelist.net/images/manga/3/207454.jpg?s=3070496c83b63b7a6fc38fe68a2c77a3,"Having died of sickness at the age of 39, Machio Hiraku is given the opportunity to go to another world. When asked what his wish is by God intending to give him strength, he requests to have a health...",Farming Life in Another World,異世界のんびり農家,nil,Fantasy,Slice of Life,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,,,,,Isekai Nonbiri Nouka/Farming Life in Another World/異世界のんびり農家
Isekai Shihai no Skill Taker: Zero kara Hajimeru Dorei Harem,101243,https://myanimelist.net/manga/101243/Isekai_Shihai_no_Skill_Taker__Zero_kara_Hajimeru_Dorei_Harem,https://cdn.myanimelist.net/images/manga/1/189189.jpg?s=8cb1f018f6a3485b692d0f160150897f,"Konoe Yuuto is a genius martial artist who is summoned to a different world where slave trading is legal. There, using his ""Skill Taker"" cheat ability, he steals the abilities of monsters he defeats,...",nil,異世界支配のスキルテイカー～ゼロから始める奴隷ハーレム～,/Skill Taker’s World Domination: Building a Slave Harem from Scratch,Action,Fantasy,Ecchi,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,Harem,nil,nil,,,,,Isekai Shihai no Skill Taker: Zero kara Hajimeru Dorei Harem/異世界支配のスキルテイカー～ゼロから始める奴隷ハーレム～/Skill Taker’s World Domination: Building a Slave Harem from Scratch
Isekai Shoukan wa Nidome desu,115310,https://myanimelist.net/manga/115310/Isekai_Shoukan_wa_Nidome_desu,https://cdn.myanimelist.net/images/manga/3/219825.jpg?s=83c1cb02e1165fe25a2e9dd67262196d,"There was once a man who was summoned to another world, and saved it. Of course, he became too popular there, and turned into an isekai-normie. However, that man fell into a ""trap,"" and was forcibly r...",nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,,,,,Isekai Shoukan wa Nidome desu
Jaryuu Tensei,100923,https://myanimelist.net/manga/100923/Jaryuu_Tensei,https://cdn.myanimelist.net/images/manga/3/195684.jpg?s=f113bda90cee961099ece3b291eae6d9,"Death is the end... at least, that is the case for most people. After an ordinary salesman dies in a car crash caused by a couple making out, he is reincarnated in another world as a fierce and powerf...",nil,邪竜転生,/Evil Dragon Reincarnation,Adventure,Comedy,Fantasy,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,,,,,Jaryuu Tensei/邪竜転生/Evil Dragon Reincarnation
Kaguya-sama wa Kokurasetai: Tensai-tachi no Renai Zunousen,90125,https://myanimelist.net/manga/90125/Kaguya-sama_wa_Kokurasetai__Tensai-tachi_no_Renai_Zunousen,https://cdn.myanimelist.net/images/manga/3/188896.jpg?s=107a5af07f0e6992faa286f94596f231,"Considered a genius due to having the highest grades in the country, Miyuki Shirogane leads the prestigious Shuchiin Academy's student council as its president, working alongside the beautiful and wea...",Kaguya-sama: Love is War,かぐや様は告らせたい～天才たちの恋愛頭脳戦～,/Kaguya Wants to be Confessed To: The Geniuses' War of Love and Brains,Comedy,Romance,nil,nil,nil,nil,nil,nil,nil,nil,Seinen,nil,nil,School,nil,nil,,,,,Kaguya-sama wa Kokurasetai: Tensai-tachi no Renai Zunousen/Kaguya-sama: Love is War/かぐや様は告らせたい～天才たちの恋愛頭脳戦～/Kaguya Wants to be Confessed To: The Geniuses' War of Love and Brains
Kaifuku Jutsushi no Yarinaoshi,108197,https://myanimelist.net/manga/108197/Kaifuku_Jutsushi_no_Yarinaoshi,https://cdn.myanimelist.net/images/manga/1/208529.jpg?s=2492ba60f823a1e5051347ee127e8959,"Keyaru's tragedy began the moment he was granted the title of ""Healer Hero."" Although his healing ability was top tier, he lacked offensive capability, so his party deemed him a tool rather than a per...",Redo of Healer,回復術士のやり直し,nil,Fantasy,Erotica,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,,,,,Kaifuku Jutsushi no Yarinaoshi/Redo of Healer/回復術士のやり直し
Kami-tachi ni Hirowareta Otoko,111228,https://myanimelist.net/manga/111228/Kami-tachi_ni_Hirowareta_Otoko,https://cdn.myanimelist.net/images/manga/2/210959.jpg?s=998104977ef7d49a361c458615fd4fa0,"Ryouma Takebayashi dies in his sleep at the age of 39 after leading a life of misfortune. Taking pity on him, three deities offer him the chance to reincarnate in a world of magic where he has only ha...",By the Grace of the Gods,神達に拾われた男,/Kamitachi ni Hirowareta Otoko/The Man Picked Up by the Gods,Adventure,Fantasy,Slice of Life,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,,,,,Kami-tachi ni Hirowareta Otoko/By the Grace of the Gods/神達に拾われた男/Kamitachi ni Hirowareta Otoko/The Man Picked Up by the Gods
"Kanojo, Okarishimasu",108407,https://myanimelist.net/manga/108407/Kanojo_Okarishimasu,https://cdn.myanimelist.net/images/manga/3/201707.jpg?s=8cdf3ecae8b96dd2c79f9cc7c6d82c66,"Dumped by his girlfriend, emotionally shattered college student Kazuya Kinoshita attempts to appease the void in his heart through a rental girlfriend from a mobile app. At first, Chizuru Mizuhara see...",Rent-a-Girlfriend,彼女、お借りします,/I'd like to Borrow a Girlfriend/Rental Girlfriend/KanoKari,Comedy,Romance,nil,nil,nil,nil,nil,nil,nil,nil,Shounen,nil,nil,School,nil,nil,,,,,"Kanojo, Okarishimasu/Rent-a-Girlfriend/彼女、お借りします/I'd like to Borrow a Girlfriend/Rental Girlfriend/KanoKari"
Kawaikereba Hentai demo Suki ni Natte Kuremasu ka?,111770,https://myanimelist.net/manga/111770/Kawaikereba_Hentai_demo_Suki_ni_Natte_Kuremasu_ka,https://cdn.myanimelist.net/images/manga/1/210069.jpg?s=dc2e250e0bd1024886dc6c92131a271a,"Kiryuu Keiki is an average high schooler living an average life, that is until a love letter and panties are left for him in the club room of the calligraphy club which he attends. With help from his...",nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,,,,,Kawaikereba Hentai demo Suki ni Natte Kuremasu ka?
Kenja no Mago,99377,https://myanimelist.net/manga/99377/Kenja_no_Mago,https://cdn.myanimelist.net/images/manga/3/186273.jpg?s=b578db768f4039a350fe97ea67395916,"A young man who had surely died in an accident, was reborn in another world as a baby! After that, he was picked up by the patriot hero ""Sage"" Merlin Wolford and was given the name Shin. He was raised...",nil,賢者の孫,nil,Action,Comedy,Fantasy,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,,,,,Kenja no Mago/賢者の孫
"Kouritsuchuu Madoushi, Daini no Jinsei de Madou wo Kiwameru",94699,https://myanimelist.net/manga/94699/Kouritsuchuu_Madoushi_Daini_no_Jinsei_de_Madou_wo_Kiwameru,https://cdn.myanimelist.net/images/manga/1/186472.jpg?s=534b219913cda50f73b53f45683f497f,"Zeff Einstein spent his whole life mastering red magic and was finally recognized for it, yet a new spell that was soon created revealed that his talent for red magic was his lowest. Bitter at the tho...",nil,効率厨魔導師、第二の人生で魔導を極める,/The Mage Will Master Magic Efficiently in his Second Life/Kouritsu Kuriya Madoushi/Daini no Jinsei de Madou wo Kiwameru,Fantasy,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,,,,,"Kouritsuchuu Madoushi, Daini no Jinsei de Madou wo Kiwameru/効率厨魔導師、第二の人生で魔導を極める/The Mage Will Master Magic Efficiently in his Second Life/Kouritsu Kuriya Madoushi/Daini no Jinsei de Madou wo Kiwameru"
Legend,92890,https://myanimelist.net/manga/92890/Legend,https://cdn.myanimelist.net/images/manga/3/180328.jpg?s=e832bc2abe9e58ccf1e61eaba959e8d4,"Living in the Tohoku countryside, Reiji Saeki lost his life in an accident during summer vacation. However, he found himself in a white world with a strange glowing orb in front of his eyes. The orb c...",nil,レジェンド,nil,Adventure,Fantasy,nil,nil,nil,nil,nil,nil,nil,nil,Shounen,nil,nil,nil,nil,nil,,,,,Legend/レジェンド
Lv999 no Murabito,106785,https://myanimelist.net/manga/106785/Lv999_no_Murabito,https://cdn.myanimelist.net/images/manga/1/204864.jpg?s=1d7469618626cd353afc81cbb34173a8,"In this world, the concept of levels exist. Other than those who live off defeating monsters, most people are only around level 1 to 5. What's more, not just anyone can go out to hunt monsters; it's h...",The Villager of Level 999,LV999の村人,nil,Fantasy,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,,,,,Lv999 no Murabito/The Villager of Level 999/LV999の村人
Magika no Kenshi to Basileus,62769,https://myanimelist.net/manga/62769/Magika_no_Kenshi_to_Basileus,https://cdn.myanimelist.net/images/manga/1/143619.jpg?s=da45da8eff32138dd9d33fcb5e35375a,"Parallel to our dimension is a world filled with magic, home to a host of mystical beings and fantastical powers. Humanity has learned to harness these forces and bring forth that world's entities to...",Magika Swordsman and Summoner,魔技科の剣士と召喚魔王〈ヴァシレウス〉,/Magika no Kenshi to Bashireusu/Magika no Kenshi to Shoukan Maou,Action,Comedy,Fantasy,Romance,Supernatural,nil,nil,nil,nil,nil,Seinen,nil,nil,Harem,School,nil,Ecchi,,,,Magika no Kenshi to Basileus/Magika Swordsman and Summoner/魔技科の剣士と召喚魔王〈ヴァシレウス〉/Magika no Kenshi to Bashireusu/Magika no Kenshi to Shoukan Maou
Maken no Daydreamer,98156,https://myanimelist.net/manga/98156/Maken_no_Daydreamer,https://cdn.myanimelist.net/images/manga/3/209449.jpg?s=9bcc4b0dc34cccf3b903e8a0fba71439,"The main character Minato is a college student who died in a plane crash and was reincarnated in a fantasy world. He was raised alone in the wilderness by his succubus mother, and now he tries to make...",nil,魔拳のデイドリーマー,/Demon Fist Daydreamer,Action,Adventure,Fantasy,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,,,,,Maken no Daydreamer/魔拳のデイドリーマー/Demon Fist Daydreamer
"Maou no Ore ga Dorei Elf wo Yome ni Shitanda ga, Dou Medereba Ii?",113169,https://myanimelist.net/manga/113169/Maou_no_Ore_ga_Dorei_Elf_wo_Yome_ni_Shitanda_ga_Dou_Medereba_Ii,https://cdn.myanimelist.net/images/manga/2/212195.jpg?s=d181fdc5f33dc9e2f8c629a3472eeb6e,"Zagan is feared by the masses as an evil sorcerer. Both socially awkward and foulmouthed, he spends his days studying sorcery while beating down any trespassers within his domain. One day he's invited...",An Archdemon's Dilemma: How to Love Your Elf Bride,魔王の俺が奴隷エルフを嫁にしたんだが、どう愛でればいい？,/I/the Demon Lord/Took a Slave Elf as My Wife/but How Do I Love Her?,Action,Fantasy,Romance,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,,,,,"Maou no Ore ga Dorei Elf wo Yome ni Shitanda ga, Dou Medereba Ii?/An Archdemon's Dilemma: How to Love Your Elf Bride/魔王の俺が奴隷エルフを嫁にしたんだが、どう愛でればいい？/I/the Demon Lord/Took a Slave Elf as My Wife/but How Do I Love Her?"
Mieruko-chan,116790,https://myanimelist.net/manga/116790/Mieruko-chan,https://cdn.myanimelist.net/images/manga/3/217799.jpg?s=ca49bb2f693f5270ea5ccea972737726,"Miko Yotsuya is a typical high school student whose life turns upside down when she suddenly starts to see gruesome and hideous monsters. Despite being completely terrified, Miko carries on with her d...",Mieruko-chan,見える子ちゃん,"/The Girl That Sees ""Them""/Girl That Can See It",Comedy,Horror,Supernatural,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,,,,,"Mieruko-chan/見える子ちゃん/The Girl That Sees ""Them""/Girl That Can See It"
Murabito desu ga Nani ka?,104247,https://myanimelist.net/manga/104247/Murabito_desu_ga_Nani_ka,https://cdn.myanimelist.net/images/manga/1/197893.jpg?s=6191db6e956e6ec4a7f3d8cf213cf3ff,"Our protagonist was reincarnated in a world with goblin and dragon....but his optimal job is ""villager."" Using the cheat ""getting one chance to redo life after death"" he will show you what a villager...","I am a villager, what about it?",村人ですが何か？,nil,Action,Adventure,Fantasy,nil,nil,nil,nil,nil,nil,nil,Shounen,nil,nil,nil,nil,nil,,,,,"Murabito desu ga Nani ka?/I am a villager, what about it?/村人ですが何か？"
Murenase! Seton Gakuen,106799,https://myanimelist.net/manga/106799/Murenase_Seton_Gakuen,https://cdn.myanimelist.net/images/manga/1/198434.jpg?s=1adfe0a8624e0a89417207d65e6a698b,"Seton Academy, a school full of animals where, thanks to population decline, there are fewer humans than any other creature. Mazama Jin, an animal hater and the only human male in his class, falls in...",Come Together! to the Seton Academy,群れなせ！シートン学園,nil,Comedy,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,School,nil,nil,,,,,Murenase! Seton Gakuen/Come Together! to the Seton Academy/群れなせ！シートン学園
Mushoku Tensei: Isekai Ittara Honki Dasu,70259,https://myanimelist.net/manga/70259/Mushoku_Tensei__Isekai_Ittara_Honki_Dasu,https://cdn.myanimelist.net/images/manga/2/181049.jpg?s=6a6a8e8d7024d6d6836447d9f6413a9b,"A 34-year-old NEET loses his life saving a stranger in a traffic accident, only to wake up to find himself reborn as the baby Rudeus Greyrat in a new world filled with magic. The child of the adventur...",Mushoku Tensei: Jobless Reincarnation,無職転生 ～異世界行ったら本気だす～,nil,Fantasy,nil,nil,nil,nil,nil,nil,nil,nil,nil,Seinen,nil,nil,nil,nil,nil,,,,,Mushoku Tensei: Isekai Ittara Honki Dasu/Mushoku Tensei: Jobless Reincarnation/無職転生 ～異世界行ったら本気だす～
Nande Koko ni Sensei ga!?,100274,https://myanimelist.net/manga/100274/Nande_Koko_ni_Sensei_ga,https://cdn.myanimelist.net/images/manga/3/189194.jpg?s=6557bb390a5ffc311a95b8422993914b,"17-year-old Ichirou Satou is an average teenager who always happens to find himself in perverted situations with his teacher, Kana Kojima. Follow this erotic love comedy about their mishaps throughout...","Why the hell are you here, Teacher!?",なんでここに先生が!?,/Golden Times/Why are you here Sensei!?,Comedy,Ecchi,nil,nil,nil,nil,nil,nil,nil,nil,Seinen,nil,nil,School,nil,nil,,,,,"Nande Koko ni Sensei ga!?/Why the hell are you here, Teacher!?/なんでここに先生が!?/Golden Times/Why are you here Sensei!?"
Nidome no Jinsei wo Isekai de,102653,https://myanimelist.net/manga/102653/Nidome_no_Jinsei_wo_Isekai_de,https://cdn.myanimelist.net/images/manga/1/186026.jpg?s=85890270e17799a4cd0fc3425f11ab35,"""Kunugi Renya-san, you have died."" This is a tale that begins when the protagonist died in his previous life. He was sent by a girl, who proclaimed herself to be God, to lead a second life in a differ...",nil,二度目の人生を異世界で,/Second Life in Another World,Action,Adventure,Fantasy,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,,,,,Nidome no Jinsei wo Isekai de/二度目の人生を異世界で/Second Life in Another World
Nidome no Yuusha wa Fukushuu no Michi wo Warai Ayumu,112894,https://myanimelist.net/manga/112894/Nidome_no_Yuusha_wa_Fukushuu_no_Michi_wo_Warai_Ayumu,https://cdn.myanimelist.net/images/manga/3/211198.jpg?s=be4f1b4068f2f4ef65b4de12e141178b,"The hero Kaito Ukei died. Blood seeped from his wounds, his body went limp, and the ones who he once called friends gloated over his death. Betrayed, Kaito was consumed by one thought: revenge. With t...",The Hero Laughs While Walking the Path of Vengeance a Second Time,二度目の勇者は復讐の道を嗤い歩む,/He sneered during his second time as the hero as he tread the path of revenge/Second Time Hero is Walking the Path of Vengeance While Laughing,Action,Adventure,Drama,Fantasy,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,,,,,Nidome no Yuusha wa Fukushuu no Michi wo Warai Ayumu/The Hero Laughs While Walking the Path of Vengeance a Second Time/二度目の勇者は復讐の道を嗤い歩む/He sneered during his second time as the hero as he tread the path of revenge/Second Time Hero is Walking the Path of Vengeance While Laughing
Nozomanu Fushi no Boukensha,109947,https://myanimelist.net/manga/109947/Nozomanu_Fushi_no_Boukensha,https://cdn.myanimelist.net/images/manga/2/201350.jpg?s=0d8605f7e8fb3ddb046eba4a90f6996c,"Rentt Faina, a twenty-five-year-old adventurer, has been hacking away at monsters for a decade. However, without much talent for the job, Rentt finds himself stuck hunting slimes and goblins for meage...",The Unwanted Undead Adventurer,望まぬ不死の冒険者,/The Unwanted Immortal Adventurer,Action,Adventure,Fantasy,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,,,,,Nozomanu Fushi no Boukensha/The Unwanted Undead Adventurer/望まぬ不死の冒険者/The Unwanted Immortal Adventurer
